trader_id,squad_account_number,business_name,business_type,first_name,last_name,email,phone_number,location,primary_language,nin_number,bvn_number,total_revenue_monthly,total_transactions_monthly,average_monthly_revenue,ajo_savings_balance,ajo_goal_amount,ajo_consistency_score,zovu_pulse_score,max_credit_limit,shield_status,created_at,updated_at
T_100492,9918966263,Mama Tunde's Retail,Small Kiosk,Tunde,Suleiman,tunde.suleiman9@gmail.com,07323190485,Ketu,Pidgin,10558071834,90384899806,1743716.67,723,2411.78,215787.03,2616000.0,0.76,78.8,1743700.0,None,2025-08-28 21:46:23.391092,2025-09-24 21:46:23.391092
T_100493,9946903480,Sister Blessing's Hub,Wholesaler,Blessing,Abiola,blessing.abiola63@gmail.com,07924744488,Idumota,English,08605388733,72723322715,1628801.42,604,2696.69,221365.39,2443000.0,0.76,46.3,651500.0,Bronze,2025-07-17 21:46:23.391154,2025-07-28 21:46:23.391154
T_100494,9976565229,Baba Sadiq's Enterprises,Online Vendor,Sadiq,Ibrahim,sadiq.ibrahim70@gmail.com,05259790196,Ketu,Yoruba,48420282103,50709322617,1115232.33,1365,817.02,166665.87,1673000.0,0.69,22.2,0.0,Gold,2025-12-08 21:46:23.391219,2025-12-24 21:46:23.391219
T_100495,9958525387,Mama Ibrahim's Retail,Online Vendor,Ibrahim,Abubakar,ibrahim.abubakar26@gmail.com,04951017296,Mile 12,English,28575083019,60571954117,2106128.46,968,2175.75,306639.94,3159000.0,0.76,34.1,0.0,Silver,2025-07-26 21:46:23.391286,2025-08-03 21:46:23.391286
T_100496,9959005374,Madam Chioma's Retail,Online Vendor,Chioma,Adebayo,chioma.adebayo5@gmail.com,08196084254,Oshodi,Yoruba,13609653404,80983379127,1929225.15,340,5674.19,102910.4,2894000.0,0.71,7.8,0.0,None,2025-10-25 21:46:23.391352,2025-11-22 21:46:23.391352
T_100497,9985655037,Mama Mary's Stall,Small Kiosk,Mary,Uba,mary.uba67@gmail.com,08487413949,Ketu,Igbo,61869120827,40778415465,666470.29,349,1909.66,74709.6,1000000.0,0.95,74.1,666500.0,Silver,2026-02-07 21:46:23.391418,2026-02-17 21:46:23.391418
T_100498,9993458101,Alhaji Folashade's Enterprises,Small Kiosk,Folashade,Abiola,folashade.abiola76@gmail.com,09180390510,Oshodi,Yoruba,75965730027,02348220293,2236475.56,784,2852.65,158788.78,3355000.0,0.33,16.6,0.0,None,2025-09-22 21:46:23.391763,2025-10-13 21:46:23.391763
T_100499,9938714669,Sister Joshua's Hub,Wholesaler,Joshua,Okonkwo,joshua.okonkwo3@gmail.com,01055602239,Mushin,Yoruba,98226068989,49455957962,481681.2,662,727.62,95708.27,723000.0,0.4,81.0,481700.0,Silver,2025-11-28 21:46:23.391885,2025-12-05 21:46:23.391885
T_100500,9993908698,Sister Mary's Retail,Small Kiosk,Mary,Abubakar,mary.abubakar71@gmail.com,07653767817,Ketu,Igbo,86873875079,16093789567,2459165.46,1370,1795.01,379774.08,3689000.0,0.37,85.7,4918300.0,Bronze,2025-06-07 21:46:23.392004,2025-06-14 21:46:23.392004
T_100501,9977681517,Alhaji Ibrahim's Wholesale,Retailer,Ibrahim,Bello,ibrahim.bello30@gmail.com,06804040943,Alaba,Hausa,43907399942,42929728639,2034892.74,1279,1591.0,304357.71,3052000.0,0.66,84.1,2034900.0,Gold,2025-06-25 21:46:23.392600,2025-07-10 21:46:23.392600
T_100502,9986492504,Madam Funke's Hub,Small Kiosk,Funke,Chukwu,funke.chukwu84@gmail.com,05394492511,Idumota,Pidgin,31560459568,11479866573,1213710.59,1311,925.79,92233.03,1821000.0,0.8,22.4,0.0,Gold,2025-07-03 21:46:23.392871,2025-07-07 21:46:23.392871
T_100503,9977257766,Madam Sadiq's Hub,Retailer,Sadiq,Uba,sadiq.uba22@gmail.com,03390558905,Mile 12,Yoruba,15414307274,43493483897,537520.87,434,1238.53,94992.86,806000.0,0.32,20.4,0.0,None,2025-07-04 21:46:23.393185,2025-07-19 21:46:23.393185
T_100504,9974942101,Baba Bolanle's Retail,Online Vendor,Bolanle,Okonkwo,bolanle.okonkwo42@gmail.com,09309174679,Oshodi,Hausa,22167913481,14983653643,1020768.04,1049,973.09,80754.48,1531000.0,0.38,14.8,0.0,Silver,2025-08-15 21:46:23.393360,2025-09-13 21:46:23.393360
T_100505,9921082450,Brother Funke's Global,Retailer,Funke,Nwosu,funke.nwosu14@gmail.com,01124965659,Balogun,Yoruba,29676982713,83295505117,1889245.85,560,3373.65,257543.27,2834000.0,0.83,41.6,755700.0,Gold,2026-02-04 21:46:23.393817,2026-03-04 21:46:23.393817
T_100506,9995240419,Madam Blessing's Wholesale,Online Vendor,Blessing,Bello,blessing.bello53@gmail.com,05480147822,Oshodi,Yoruba,76045567571,84339391535,558408.42,208,2684.66,69100.74,838000.0,0.63,54.0,223400.0,Silver,2025-10-25 21:46:23.394029,2025-11-24 21:46:23.394029
T_100507,9959726493,Alhaji Aminu's Retail,Small Kiosk,Aminu,Ibrahim,aminu.ibrahim13@gmail.com,08004172321,Mile 12,Pidgin,11895978181,96421084197,773868.9,1288,600.83,146648.46,1161000.0,0.59,42.7,309500.0,Silver,2026-01-01 21:46:23.394207,2026-01-25 21:46:23.394207
T_100508,9924330290,Brother Olumide's Global,Wholesaler,Olumide,Eze,olumide.eze57@gmail.com,06300966365,Idumota,Igbo,87892273650,27484683993,1210366.09,753,1607.39,125650.73,1816000.0,0.96,80.5,1210400.0,Gold,2025-07-22 21:46:23.394372,2025-08-13 21:46:23.394372
T_100509,9972947118,Brother Tunde's Stall,Wholesaler,Tunde,Bello,tunde.bello97@gmail.com,01952405132,Mushin,Igbo,87499034822,45824860217,2399948.23,464,5172.3,372099.0,3600000.0,0.93,76.9,2399900.0,Gold,2025-05-28 21:46:23.394492,2025-06-13 21:46:23.394492
T_100510,9945450357,Sister Chinedu's Global,Retailer,Chinedu,Suleiman,chinedu.suleiman92@gmail.com,00860723244,Ketu,Yoruba,88696863696,42628026961,2136207.19,849,2516.15,157231.58,3204000.0,0.33,36.6,0.0,Gold,2025-09-06 21:46:23.394605,2025-09-17 21:46:23.394605
T_100511,9971655862,Sister Joshua's Global,Online Vendor,Joshua,Bello,joshua.bello25@gmail.com,01823620215,Idumota,Hausa,68131230694,55202632552,401554.03,201,1997.78,59866.03,602000.0,0.72,4.9,0.0,None,2025-12-29 21:46:23.394718,2026-01-20 21:46:23.394718
T_100512,9926081204,Brother Aisha's Stall,Wholesaler,Aisha,Uba,aisha.uba85@gmail.com,06768345041,Alaba,Yoruba,25198415524,43446558918,216568.22,1447,149.67,40708.17,325000.0,0.92,49.1,86600.0,Gold,2025-08-27 21:46:23.394835,2025-09-04 21:46:23.394835
T_100513,9937948684,Sister Sadiq's Hub,Small Kiosk,Sadiq,Abiola,sadiq.abiola16@gmail.com,01042435232,Oshodi,Yoruba,64585714932,52628516716,1764966.32,719,2454.75,102403.67,2647000.0,0.42,87.5,3529900.0,Gold,2025-08-11 21:46:23.394950,2025-09-06 21:46:23.394950
T_100514,9947278323,Baba Tunde's Retail,Wholesaler,Tunde,Chukwu,tunde.chukwu88@gmail.com,06486114048,Oshodi,English,28897846451,89352206830,2017912.41,1067,1891.2,174023.37,3027000.0,0.37,92.7,4035800.0,Bronze,2026-02-05 21:46:23.395023,2026-02-14 21:46:23.395023
T_100515,9993644611,Alhaji Funke's Stall,Online Vendor,Funke,Abubakar,funke.abubakar56@gmail.com,00403765032,Mushin,Yoruba,37315566506,91866290416,2019708.2,999,2021.73,269308.73,3030000.0,0.79,29.6,0.0,Silver,2025-07-08 21:46:23.395089,2025-07-09 21:46:23.395089
T_100516,9976563765,Madam Sadiq's Enterprises,Small Kiosk,Sadiq,Suleiman,sadiq.suleiman20@gmail.com,01255370063,Idumota,Pidgin,55747956551,05228558282,1654763.19,517,3200.7,267043.32,2482000.0,0.81,37.0,0.0,Bronze,2025-12-10 21:46:23.395154,2025-12-22 21:46:23.395154
T_100517,9970678970,Sister Funke's Retail,Retailer,Funke,Abiola,funke.abiola61@gmail.com,08091141358,Oshodi,English,69753404397,38785380114,1182371.61,217,5448.72,168731.12,1774000.0,0.96,65.5,472900.0,None,2025-12-11 21:46:23.395216,2025-12-25 21:46:23.395216
T_100518,9979296312,Alhaji Aisha's Retail,Wholesaler,Aisha,Okonkwo,aisha.okonkwo85@gmail.com,09685087308,Mushin,Pidgin,46879592666,38802579272,1784132.07,544,3279.65,212866.32,2676000.0,0.9,21.4,0.0,Bronze,2026-01-11 21:46:23.395278,2026-01-16 21:46:23.395278
T_100519,9965130263,Baba Funke's Wholesale,Retailer,Funke,Adebayo,funke.adebayo73@gmail.com,09582624340,Oshodi,Yoruba,44813050085,79612020230,490065.86,1327,369.3,93183.83,735000.0,0.88,0.6,0.0,Bronze,2025-06-24 21:46:23.395568,2025-06-29 21:46:23.395568
T_100520,9956323373,Mama Zainab's Retail,Wholesaler,Zainab,Abiola,zainab.abiola14@gmail.com,04873251658,Balogun,Igbo,13816203119,64124459949,2302939.76,1250,1842.35,272853.11,3454000.0,0.59,91.2,4605900.0,Silver,2025-07-16 21:46:23.395634,2025-07-19 21:46:23.395634
T_100521,9990465364,Sister Zainab's Hub,Retailer,Zainab,Bello,zainab.bello36@gmail.com,04570084271,Mile 12,Hausa,23702781153,14044461485,2155166.49,424,5082.94,246652.47,3233000.0,0.75,79.5,2155200.0,None,2025-11-24 21:46:23.395704,2025-12-06 21:46:23.395704
T_100522,9984347255,Madam Ibrahim's Stall,Online Vendor,Ibrahim,Okoro,ibrahim.okoro96@gmail.com,06488787232,Mushin,Pidgin,25247590819,81227004988,1123916.03,336,3344.99,164796.81,1686000.0,0.45,25.1,0.0,Silver,2025-11-10 21:46:23.395770,2025-12-08 21:46:23.395770
T_100523,9936875583,Madam Aminu's Global,Wholesaler,Aminu,Adebayo,aminu.adebayo31@gmail.com,03320058312,Mushin,Hausa,42698070627,60744795283,206882.31,833,248.36,16301.12,310000.0,0.95,84.7,206900.0,None,2025-07-21 21:46:23.395841,2025-07-31 21:46:23.395841
T_100524,9948624509,Baba Abubakar's Enterprises,Retailer,Abubakar,Ibrahim,abubakar.ibrahim22@gmail.com,05328864369,Mushin,Yoruba,04312342085,43573820127,1005909.35,214,4700.51,81809.11,1509000.0,0.59,61.6,402400.0,Silver,2025-06-17 21:46:23.395905,2025-06-21 21:46:23.395905
T_100525,9912325264,Sister Joshua's Wholesale,Small Kiosk,Joshua,Danjuma,joshua.danjuma97@gmail.com,03912967981,Mushin,Yoruba,01890979975,51640819260,387839.56,428,906.17,66746.24,582000.0,0.48,70.4,387800.0,None,2026-02-04 21:46:23.395975,2026-02-13 21:46:23.395975
T_100526,9989362931,Madam Kelechi's Global,Online Vendor,Kelechi,Balogun,kelechi.balogun99@gmail.com,00397349493,Alaba,English,18274779669,99811871909,371980.59,1011,367.93,41677.61,558000.0,0.7,34.7,0.0,Gold,2025-06-12 21:46:23.396040,2025-07-07 21:46:23.396040
T_100527,9924475577,Madam Zainab's Ventures,Retailer,Zainab,Adebayo,zainab.adebayo48@gmail.com,01055877500,Balogun,Igbo,24796666035,32132803228,997437.95,572,1743.77,107047.89,1496000.0,0.87,83.6,997400.0,None,2025-10-01 21:46:23.396102,2025-10-25 21:46:23.396102
T_100528,9987361643,Brother Ibrahim's Retail,Retailer,Ibrahim,Abubakar,ibrahim.abubakar70@gmail.com,03397648149,Idumota,English,05395658449,22565727499,1545500.73,274,5640.51,241172.81,2318000.0,0.34,93.3,3091000.0,None,2025-05-24 21:46:23.396166,2025-05-26 21:46:23.396166
T_100529,9928593632,Mama Zainab's Wholesale,Retailer,Zainab,Eze,zainab.eze69@gmail.com,04809489916,Oshodi,Hausa,13834161023,48717959124,702117.33,1348,520.86,108739.53,1053000.0,0.83,81.2,702100.0,Gold,2025-08-15 21:46:23.396238,2025-08-29 21:46:23.396238
T_100530,9933338782,Madam Blessing's Retail,Retailer,Blessing,Bello,blessing.bello41@gmail.com,03526042992,Oshodi,Igbo,80753460099,47863654012,2373350.63,1113,2132.39,312342.69,3560000.0,0.64,42.7,949300.0,Silver,2025-12-20 21:46:23.396304,2026-01-01 21:46:23.396304
T_100531,9965680675,Alhaji Aminu's Wholesale,Small Kiosk,Aminu,Suleiman,aminu.suleiman81@gmail.com,02508452594,Mushin,English,15613308221,32830027921,669327.88,420,1593.64,124436.95,1004000.0,0.73,67.2,267700.0,Silver,2025-11-07 21:46:23.396370,2025-11-13 21:46:23.396370
T_100532,9950022713,Baba Zainab's Global,Wholesaler,Zainab,Suleiman,zainab.suleiman2@gmail.com,02337440900,Alaba,English,08394196608,13268543197,950802.14,729,1304.26,159525.38,1426000.0,0.43,83.2,950800.0,Bronze,2025-09-21 21:46:23.396434,2025-10-02 21:46:23.396434
T_100533,9929544895,Sister Ifeanyi's Global,Retailer,Ifeanyi,Abubakar,ifeanyi.abubakar44@gmail.com,06506615234,Oshodi,Pidgin,41868354294,69886603064,207508.61,479,433.21,13001.33,311000.0,0.97,19.3,0.0,Bronze,2025-06-16 21:46:23.396503,2025-06-29 21:46:23.396503
T_100534,9920528299,Baba Emeka's Ventures,Retailer,Emeka,Uba,emeka.uba14@gmail.com,01962574297,Oshodi,Hausa,67140142062,39287499457,1558385.05,1488,1047.3,303018.71,2338000.0,0.81,9.9,0.0,None,2025-05-17 21:46:23.396566,2025-05-18 21:46:23.396566
T_100535,9935909563,Madam Joshua's Stall,Wholesaler,Joshua,Chukwu,joshua.chukwu86@gmail.com,05752378576,Oshodi,Yoruba,94272791373,78362603422,1778286.74,1010,1760.68,200806.39,2667000.0,0.46,44.7,711300.0,Gold,2025-12-30 21:46:23.396633,2026-01-24 21:46:23.396633
T_100536,9965885196,Brother Zainab's Stall,Online Vendor,Zainab,Okoro,zainab.okoro83@gmail.com,02413421040,Mushin,Pidgin,12568364781,26143669999,1584235.23,406,3902.06,153392.58,2376000.0,0.83,76.6,1584200.0,Gold,2025-05-20 21:46:23.396696,2025-06-18 21:46:23.396696
T_100537,9996496287,Baba Nneka's Hub,Retailer,Nneka,Adeyemi,nneka.adeyemi2@gmail.com,03978032910,Mile 12,Pidgin,27285199581,17428717446,1481079.7,1497,989.37,130835.07,2222000.0,0.98,18.0,0.0,Silver,2025-10-02 21:46:23.396765,2025-10-08 21:46:23.396765
T_100538,9992294526,Sister Chinedu's Stall,Retailer,Chinedu,Eze,chinedu.eze11@gmail.com,01498938355,Oshodi,Yoruba,62456754525,40090492712,1435644.57,665,2158.86,139710.49,2153000.0,0.81,28.2,0.0,Silver,2026-01-18 21:46:23.396832,2026-02-12 21:46:23.396832
T_100539,9992905780,Sister Olumide's Retail,Small Kiosk,Olumide,Adeyemi,olumide.adeyemi8@gmail.com,00269019481,Oshodi,Pidgin,09206830481,05760277067,2004185.74,786,2549.85,329488.79,3006000.0,0.46,38.8,0.0,Bronze,2025-12-20 21:46:23.396896,2025-12-23 21:46:23.396896
T_100540,9960664176,Madam Ibrahim's Retail,Wholesaler,Ibrahim,Eze,ibrahim.eze32@gmail.com,02732327334,Balogun,Igbo,55019890035,08710192735,695684.27,957,726.94,90173.59,1044000.0,0.51,98.4,1391400.0,Gold,2025-08-20 21:46:23.396959,2025-09-13 21:46:23.396959
T_100541,9933999713,Baba Ibrahim's Enterprises,Wholesaler,Ibrahim,Okonkwo,ibrahim.okonkwo51@gmail.com,09504927798,Mushin,English,07773684355,64751905230,1564003.33,1382,1131.7,306490.97,2346000.0,0.88,37.0,0.0,Gold,2025-07-02 21:46:23.397022,2025-07-22 21:46:23.397022
T_100542,9957629968,Mama Bolanle's Ventures,Retailer,Bolanle,Chukwu,bolanle.chukwu12@gmail.com,03242799443,Idumota,English,06034101935,63478087082,2228369.16,458,4865.43,176775.66,3343000.0,0.6,14.8,0.0,None,2025-05-18 21:46:23.397089,2025-06-06 21:46:23.397089
T_100543,9934625176,Mama Zainab's Stall,Small Kiosk,Zainab,Yusuf,zainab.yusuf72@gmail.com,08643826601,Ketu,Pidgin,13472053868,66871841308,883074.07,1253,704.77,94038.34,1325000.0,0.33,90.6,1766100.0,Silver,2025-06-04 21:46:23.397154,2025-06-13 21:46:23.397154
T_100544,9979469751,Brother Bolanle's Hub,Online Vendor,Bolanle,Yusuf,bolanle.yusuf90@gmail.com,05114684968,Idumota,English,25042483388,11063523021,949944.89,804,1181.52,171300.4,1425000.0,0.72,98.0,1899900.0,Gold,2025-07-26 21:46:23.397218,2025-07-31 21:46:23.397218
T_100545,9945731097,Sister Bolanle's Retail,Wholesaler,Bolanle,Ibrahim,bolanle.ibrahim37@gmail.com,03286571989,Alaba,Pidgin,95377567750,45621303147,696663.11,1379,505.19,71086.87,1045000.0,0.61,82.9,696700.0,Bronze,2025-12-09 21:46:23.397289,2025-12-12 21:46:23.397289
T_100546,9969850879,Baba Chioma's Wholesale,Small Kiosk,Chioma,Bello,chioma.bello11@gmail.com,07791815865,Ketu,Igbo,99141399255,49336505308,488949.16,1424,343.36,73530.88,733000.0,0.64,38.8,0.0,Gold,2025-05-25 21:46:23.397353,2025-06-17 21:46:23.397353
T_100547,9978077876,Alhaji Chioma's Stall,Online Vendor,Chioma,Chukwu,chioma.chukwu43@gmail.com,03672106355,Mile 12,Pidgin,14784666708,62391170861,1625093.83,1434,1133.26,224947.39,2438000.0,0.7,79.1,1625100.0,Silver,2025-10-06 21:46:23.397560,2025-11-02 21:46:23.397560
T_100548,9913100695,Sister Abubakar's Hub,Online Vendor,Abubakar,Chukwu,abubakar.chukwu82@gmail.com,04269372873,Mile 12,Igbo,33244331581,04646684232,657511.82,1453,452.52,117424.42,986000.0,0.55,17.0,0.0,Gold,2026-01-04 21:46:23.397753,2026-01-27 21:46:23.397753
T_100549,9964285363,Sister Folashade's Retail,Wholesaler,Folashade,Eze,folashade.eze84@gmail.com,08120435708,Mushin,English,39152599439,66328573300,485547.53,696,697.63,27494.62,728000.0,0.48,70.7,485500.0,Silver,2025-09-05 21:46:23.397879,2025-09-30 21:46:23.397879
T_100550,9998915486,Mama Mary's Ventures,Retailer,Mary,Uba,mary.uba22@gmail.com,05329562266,Balogun,English,12834348633,04854648606,2056364.44,734,2801.59,151288.23,3085000.0,0.36,77.3,2056400.0,None,2026-01-20 21:46:23.397991,2026-01-23 21:46:23.397991
T_100551,9952308565,Alhaji Sadiq's Wholesale,Wholesaler,Sadiq,Adebayo,sadiq.adebayo51@gmail.com,08982498807,Idumota,Igbo,49289840118,91543652981,1135720.75,203,5594.68,133311.7,1704000.0,0.66,92.1,2271400.0,None,2025-10-09 21:46:23.398080,2025-11-08 21:46:23.398080
T_100552,9979444112,Madam Aisha's Enterprises,Online Vendor,Aisha,Bello,aisha.bello67@gmail.com,07618644090,Balogun,English,46842221008,60646690915,1891470.78,895,2113.38,227817.04,2837000.0,0.92,22.7,0.0,Silver,2026-01-18 21:46:23.398148,2026-02-12 21:46:23.398148
T_100553,9969891288,Sister Mary's Wholesale,Small Kiosk,Mary,Yusuf,mary.yusuf13@gmail.com,00624997523,Idumota,Yoruba,76096655486,57766281191,1803694.31,674,2676.1,286813.83,2706000.0,0.83,54.4,721500.0,None,2025-08-05 21:46:23.398216,2025-08-09 21:46:23.398216
T_100554,9953226931,Alhaji Joshua's Global,Online Vendor,Joshua,Suleiman,joshua.suleiman32@gmail.com,09800424359,Balogun,Hausa,43816713054,29597545812,2081161.21,1043,1995.36,230600.33,3122000.0,0.47,66.3,832500.0,Bronze,2025-07-14 21:46:23.398281,2025-08-09 21:46:23.398281
T_100555,9987756722,Sister Folashade's Retail,Wholesaler,Folashade,Okonkwo,folashade.okonkwo23@gmail.com,09893136379,Mile 12,Pidgin,43569249741,91794695428,1600167.15,1161,1378.27,266648.22,2400000.0,0.96,37.6,0.0,Gold,2025-09-18 21:46:23.398345,2025-09-25 21:46:23.398345
T_100556,9951354479,Sister Aisha's Stall,Wholesaler,Aisha,Abiola,aisha.abiola17@gmail.com,09808934982,Mushin,English,23774987096,93593614368,755870.69,1225,617.04,91002.28,1134000.0,0.63,37.9,0.0,Silver,2025-12-02 21:46:23.398410,2025-12-09 21:46:23.398410
T_100557,9969481311,Baba Abubakar's Retail,Retailer,Abubakar,Abubakar,abubakar.abubakar84@gmail.com,03519824425,Idumota,Yoruba,81559102184,83228592228,2262845.07,1335,1695.02,284909.22,3394000.0,0.4,45.0,905100.0,None,2025-10-12 21:46:23.398472,2025-11-07 21:46:23.398472
T_100558,9976707710,Mama Abubakar's Wholesale,Retailer,Abubakar,Bello,abubakar.bello40@gmail.com,07348292859,Mushin,Igbo,21197042890,07838802869,1209893.44,802,1508.6,118374.16,1815000.0,0.87,44.5,484000.0,Bronze,2025-08-29 21:46:23.398536,2025-09-02 21:46:23.398536
T_100559,9956981476,Baba Bolanle's Wholesale,Small Kiosk,Bolanle,Chukwu,bolanle.chukwu12@gmail.com,02802586114,Idumota,Pidgin,26814634355,84696945520,700214.09,614,1140.41,65650.64,1050000.0,0.59,34.0,0.0,None,2025-06-21 21:46:23.398602,2025-07-06 21:46:23.398602
T_100560,9920487355,Alhaji Aisha's Stall,Small Kiosk,Aisha,Danjuma,aisha.danjuma17@gmail.com,08312818274,Alaba,Yoruba,16246085318,30217913021,1935585.58,1033,1873.75,161006.62,2903000.0,0.69,53.2,774200.0,Gold,2025-10-14 21:46:23.398670,2025-11-09 21:46:23.398670
T_100561,9915352995,Brother Chioma's Hub,Wholesaler,Chioma,Danjuma,chioma.danjuma54@gmail.com,06201085793,Ketu,Pidgin,01127962504,03064771281,404041.02,659,613.11,75811.71,606000.0,0.39,57.5,161600.0,Gold,2025-06-05 21:46:23.398743,2025-06-10 21:46:23.398743
T_100562,9914568365,Sister Folashade's Stall,Retailer,Folashade,Chukwu,folashade.chukwu76@gmail.com,02120119969,Oshodi,Pidgin,77827107328,48407893595,1620237.4,1258,1287.95,129255.59,2430000.0,0.38,6.2,0.0,Bronze,2026-01-27 21:46:23.398806,2026-02-06 21:46:23.398806
T_100563,9911253811,Sister Sadiq's Hub,Online Vendor,Sadiq,Bello,sadiq.bello29@gmail.com,03318264248,Idumota,Pidgin,81841352671,52579667043,1936593.8,219,8842.89,151923.45,2905000.0,0.95,52.2,774600.0,None,2025-10-17 21:46:23.398870,2025-11-12 21:46:23.398870
T_100564,9937808422,Sister Sadiq's Retail,Retailer,Sadiq,Chukwu,sadiq.chukwu9@gmail.com,00610628302,Alaba,Igbo,42265675440,58792338564,1301023.72,1013,1284.33,114136.91,1952000.0,0.82,45.8,520400.0,Silver,2025-09-14 21:46:23.398931,2025-09-15 21:46:23.398931
T_100565,9952871017,Sister Sadiq's Stall,Small Kiosk,Sadiq,Eze,sadiq.eze54@gmail.com,08410709871,Balogun,English,18248948332,09849197670,2364443.01,1329,1779.11,244684.21,3547000.0,0.32,52.7,945800.0,Gold,2025-08-31 21:46:23.398994,2025-09-27 21:46:23.398994
T_100566,9944357997,Madam Aminu's Global,Small Kiosk,Aminu,Bello,aminu.bello96@gmail.com,08172382067,Alaba,Igbo,13770220849,87584899278,1110956.23,507,2191.24,85022.24,1666000.0,0.51,34.9,0.0,Gold,2026-02-03 21:46:23.399056,2026-03-04 21:46:23.399056
T_100567,9985223523,Alhaji Mary's Enterprises,Retailer,Mary,Okoro,mary.okoro77@gmail.com,02031303720,Mushin,English,97614226706,75896325184,2312748.92,1414,1635.61,462113.27,3469000.0,1.0,33.4,0.0,Silver,2025-08-08 21:46:23.399116,2025-08-09 21:46:23.399116
T_100568,9924730093,Alhaji Ibrahim's Wholesale,Wholesaler,Ibrahim,Suleiman,ibrahim.suleiman5@gmail.com,03092890921,Alaba,English,74937003521,74988911285,592567.87,884,670.33,50083.73,889000.0,0.52,80.7,592600.0,Gold,2025-07-15 21:46:23.399179,2025-07-25 21:46:23.399179
T_100569,9967440494,Madam Blessing's Enterprises,Small Kiosk,Blessing,Abiola,blessing.abiola50@gmail.com,01537873767,Alaba,Igbo,45366677947,44926348240,1485588.64,769,1931.84,135319.71,2228000.0,0.71,46.5,594200.0,Gold,2025-06-15 21:46:23.399249,2025-07-07 21:46:23.399249
T_100570,9932073959,Sister Joshua's Hub,Retailer,Joshua,Abiola,joshua.abiola19@gmail.com,04030439138,Mushin,English,63798566775,24089486003,1552666.04,1072,1448.38,153256.46,2329000.0,0.89,79.7,1552700.0,None,2025-06-28 21:46:23.399313,2025-07-19 21:46:23.399313
T_100571,9951365314,Mama Bolanle's Hub,Small Kiosk,Bolanle,Adebayo,bolanle.adebayo39@gmail.com,04743315589,Mushin,Hausa,09824440399,91830337758,476861.14,1261,378.16,55882.05,715000.0,0.66,68.0,190700.0,Gold,2025-10-04 21:46:23.399377,2025-10-18 21:46:23.399377
T_100572,9957273996,Sister Zainab's Stall,Wholesaler,Zainab,Nwosu,zainab.nwosu19@gmail.com,02553208309,Mushin,Yoruba,83523760044,37252664303,1883318.54,1147,1641.95,281471.78,2825000.0,0.74,80.9,1883300.0,Gold,2025-06-17 21:46:23.399438,2025-07-08 21:46:23.399438
T_100573,9962993179,Baba Ibrahim's Ventures,Online Vendor,Ibrahim,Chukwu,ibrahim.chukwu47@gmail.com,04367674811,Idumota,English,40709514976,82059571444,2236114.34,746,2997.47,194674.95,3354000.0,0.82,59.4,894400.0,Bronze,2025-08-23 21:46:23.399499,2025-09-07 21:46:23.399499
T_100574,9947173316,Baba Kelechi's Retail,Online Vendor,Kelechi,Chukwu,kelechi.chukwu72@gmail.com,04512722210,Idumota,English,84242567128,62820067780,1465758.55,516,2840.62,272927.79,2199000.0,0.32,90.2,2931500.0,Bronze,2025-08-06 21:46:23.399560,2025-08-11 21:46:23.399560
T_100575,9961000905,Sister Aminu's Wholesale,Wholesaler,Aminu,Adebayo,aminu.adebayo74@gmail.com,06462079860,Idumota,English,60929396093,87211123696,808375.06,1275,634.02,95726.76,1213000.0,0.35,45.9,323400.0,None,2026-01-21 21:46:23.399625,2026-02-13 21:46:23.399625
T_100576,9976878106,Madam Tunde's Hub,Small Kiosk,Tunde,Bello,tunde.bello80@gmail.com,06060590089,Mushin,Pidgin,84591820382,60970730617,1033378.08,971,1064.24,181915.52,1550000.0,0.83,23.9,0.0,None,2026-01-06 21:46:23.399689,2026-01-16 21:46:23.399689
T_100577,9979025930,Sister Bolanle's Retail,Online Vendor,Bolanle,Okoro,bolanle.okoro4@gmail.com,02792371837,Mushin,Pidgin,35243592178,68054753590,1096836.85,617,1777.69,119840.64,1645000.0,0.79,8.8,0.0,None,2025-12-30 21:46:23.399788,2026-01-08 21:46:23.399788
T_100578,9993140405,Sister Chinedu's Hub,Wholesaler,Chinedu,Eze,chinedu.eze32@gmail.com,05080493389,Mushin,Pidgin,70404272244,13201672040,541360.26,451,1200.36,88654.25,812000.0,0.87,52.1,216500.0,Silver,2025-12-22 21:46:23.399858,2026-01-17 21:46:23.399858
T_100579,9979472769,Mama Abubakar's Global,Wholesaler,Abubakar,Suleiman,abubakar.suleiman53@gmail.com,03190901689,Alaba,Pidgin,37951842189,93179572801,764564.44,1052,726.77,74828.36,1147000.0,0.9,91.3,1529100.0,Bronze,2025-08-07 21:46:23.399921,2025-08-20 21:46:23.399921
T_100580,9926449513,Baba Emeka's Ventures,Retailer,Emeka,Balogun,emeka.balogun31@gmail.com,05541663130,Mushin,Igbo,02128772357,34461784228,2068983.65,1197,1728.47,379932.28,3103000.0,0.31,46.9,827600.0,Silver,2025-09-06 21:46:23.399986,2025-09-21 21:46:23.399986
T_100581,9927982820,Baba Tunde's Stall,Retailer,Tunde,Adebayo,tunde.adebayo51@gmail.com,03871653673,Oshodi,English,49051819113,67562416935,723789.48,562,1287.88,93259.32,1086000.0,0.52,50.7,289500.0,None,2025-12-27 21:46:23.400052,2026-01-12 21:46:23.400052
